######################################################################
#
# LoggerIdentifier    : 0000000C
# Comment             : 
# PC Time             : 24 January 2018 , 21:31:27
# Logger Time         : 24 January 2018 , 21:31:37
# StartBatteryVoltage :      2817 mV
# EndBatteryVoltage   :      2777 mV
# TotalSampleCount    :    300668
# ResistanceOffset    :     11910.90559
# ResistanceScale     :     90895.96966
# TemperatureOffset   :         0.0010743547
# TemperatureLinear   :         0.0002113377
# TemperatureCubic    :         0.0000000922
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2018 01 24 02 48 00    24860    35443.518       21.465
2018 01 24 02 50 00    24860    35443.518       21.465
2018 01 24 02 52 00    24840    35416.729       21.481
2018 01 24 02 54 00    24852    35432.801       21.472
2018 01 24 02 56 00    24855    35436.820       21.469
2018 01 24 02 58 00    24850    35430.122       21.473
2018 01 24 03 00 00    24841    35418.068       21.481
2018 01 24 03 02 00    24819    35388.612       21.498
2018 01 24 03 04 00    24853    35434.141       21.471
2018 01 24 03 06 00    24849    35428.783       21.474
2018 01 24 03 08 00    24809    35375.227       21.506
2018 01 24 03 10 00    24832    35406.016       21.488
2018 01 24 03 12 00    24823    35393.967       21.495
2018 01 24 03 14 00    24832    35406.016       21.488
2018 01 24 03 16 00    24817    35385.935       21.500
2018 01 24 03 18 00    24823    35393.967       21.495
2018 01 24 03 20 00    24810    35376.566       21.505
2018 01 24 03 22 00    24829    35401.999       21.490
2018 01 24 03 24 00    24812    35379.243       21.504
2018 01 24 03 26 00    24782    35339.103       21.527
2018 01 24 03 28 00    24815    35383.258       21.501
2018 01 24 03 30 00    24829    35401.999       21.490
2018 01 24 03 32 00    24790    35349.805       21.521
2018 01 24 03 34 00    24787    35345.791       21.523
2018 01 24 03 36 00    24790    35349.805       21.521
2018 01 24 03 38 00    24798    35360.508       21.515
2018 01 24 03 40 00    24786    35344.454       21.524
2018 01 24 03 42 00    24749    35294.980       21.554
2018 01 24 03 44 00    24754    35301.663       21.550
2018 01 24 03 46 00    24765    35316.369       21.541
2018 01 24 03 48 00    24759    35308.347       21.546
2018 01 24 03 50 00    24730    35269.589       21.569
2018 01 24 03 52 00    24758    35307.010       21.546
2018 01 24 03 54 00    24752    35298.990       21.551
2018 01 24 03 56 00    24759    35308.347       21.546
2018 01 24 03 58 00    24742    35285.624       21.559
2018 01 24 04 00 00    24745    35289.634       21.557
2018 01 24 04 02 00    24768    35320.380       21.538
2018 01 24 04 04 00    24790    35349.805       21.521
2018 01 24 04 06 00    24807    35372.551       21.508
2018 01 24 04 08 00    24828    35400.661       21.491
2018 01 24 04 10 00    24828    35400.661       21.491
2018 01 24 04 12 00    24789    35348.467       21.522
2018 01 24 04 14 00    24815    35383.258       21.501
2018 01 24 04 16 00    24809    35375.227       21.506
2018 01 24 04 18 00    24785    35343.116       21.525
2018 01 24 04 20 00    24785    35343.116       21.525
2018 01 24 04 22 00    24774    35328.404       21.534
2018 01 24 04 24 00    24813    35380.581       21.503
2018 01 24 04 26 00    24767    35319.043       21.539
2018 01 24 04 28 00    24780    35336.428       21.529
2018 01 24 04 30 00    24759    35308.347       21.546
2018 01 24 04 32 00    24765    35316.369       21.541
2018 01 24 04 34 00    24749    35294.980       21.554
2018 01 24 04 36 00    24750    35296.316       21.553
2018 01 24 04 38 00    24770    35323.055       21.537
2018 01 24 04 40 00    24763    35313.695       21.542
2018 01 24 04 42 00    24738    35280.279       21.562
2018 01 24 04 44 00    24726    35264.245       21.572
2018 01 24 04 46 00    24763    35313.695       21.542
2018 01 24 04 48 00    24747    35292.307       21.555
2018 01 24 04 50 00    24749    35294.980       21.554
2018 01 24 04 52 00    24747    35292.307       21.555
2018 01 24 04 54 00    24743    35286.961       21.558
2018 01 24 04 56 00    24728    35266.917       21.570
2018 01 24 04 58 00    24703    35233.526       21.590
2018 01 24 05 00 00    24699    35228.185       21.593
2018 01 24 05 02 00    24720    35256.230       21.577
2018 01 24 05 04 00    24711    35244.209       21.584
2018 01 24 05 06 00    24719    35254.894       21.577
2018 01 24 05 08 00    24704    35234.861       21.589
2018 01 24 05 10 00    24698    35226.849       21.594
2018 01 24 05 12 00    24690    35216.169       21.601
2018 01 24 05 14 00    24726    35264.245       21.572
2018 01 24 05 16 00    24682    35205.490       21.607
2018 01 24 05 18 00    24692    35218.839       21.599
2018 01 24 05 20 00    24725    35262.909       21.573
2018 01 24 05 22 00    24702    35232.190       21.591
2018 01 24 05 24 00    24707    35238.867       21.587
2018 01 24 05 26 00    24676    35197.483       21.612
2018 01 24 05 28 00    24673    35193.479       21.614
2018 01 24 05 30 00    24680    35202.821       21.608
2018 01 24 05 32 00    24704    35234.861       21.589
2018 01 24 05 34 00    24680    35202.821       21.608
2018 01 24 05 36 00    24663    35180.136       21.622
2018 01 24 05 38 00    24667    35185.473       21.619
2018 01 24 05 40 00    24676    35197.483       21.612
2018 01 24 05 42 00    24688    35213.499       21.602
2018 01 24 05 44 00    24677    35198.817       21.611
2018 01 24 05 46 00    24645    35156.125       21.636
2018 01 24 05 48 00    24664    35181.470       21.621
2018 01 24 05 50 00    24664    35181.470       21.621
2018 01 24 05 52 00    24660    35176.133       21.624
2018 01 24 05 54 00    24673    35193.479       21.614
2018 01 24 05 56 00    24660    35176.133       21.624
2018 01 24 05 58 00    24652    35165.462       21.631
2018 01 24 06 00 00    24668    35186.807       21.618
2018 01 24 06 02 00    24663    35180.136       21.622
2018 01 24 06 04 00    24680    35202.821       21.608
2018 01 24 06 06 00    24677    35198.817       21.611
2018 01 24 06 08 00    24697    35225.514       21.595
2018 01 24 06 10 00    24643    35153.458       21.638
2018 01 24 06 12 00    24658    35173.465       21.626
2018 01 24 06 14 00    24672    35192.145       21.615
2018 01 24 06 16 00    24666    35184.138       21.620
2018 01 24 06 18 00    24666    35184.138       21.620
2018 01 24 06 20 00    24645    35156.125       21.636
2018 01 24 06 22 00    24669    35188.141       21.617
2018 01 24 06 24 00    24660    35176.133       21.624
2018 01 24 06 26 00    24655    35169.463       21.628
2018 01 24 06 28 00    24654    35168.129       21.629
2018 01 24 06 30 00    24673    35193.479       21.614
2018 01 24 06 32 00    24678    35200.152       21.610
2018 01 24 06 34 00    24690    35216.169       21.601
2018 01 24 06 36 00    24733    35273.598       21.566
2018 01 24 06 38 00    24734    35274.934       21.566
2018 01 24 06 40 00    24766    35317.706       21.540
2018 01 24 06 42 00    24735    35276.270       21.565
2018 01 24 06 44 00    24736    35277.606       21.564
2018 01 24 06 46 00    24750    35296.316       21.553
2018 01 24 06 48 00    24739    35281.615       21.562
2018 01 24 06 50 00    24755    35303.000       21.549
2018 01 24 06 52 00    24805    35369.874       21.509
2018 01 24 06 54 00    24748    35293.643       21.554
2018 01 24 06 56 00    24753    35300.326       21.550
2018 01 24 06 58 00    24732    35272.261       21.567
2018 01 24 07 00 00    24767    35319.043       21.539
2018 01 24 07 02 00    24745    35289.634       21.557
2018 01 24 07 04 00    24734    35274.934       21.566
2018 01 24 07 06 00    24727    35265.581       21.571
2018 01 24 07 08 00    24726    35264.245       21.572
2018 01 24 07 10 00    24745    35289.634       21.557
2018 01 24 07 12 00    24742    35285.624       21.559
2018 01 24 07 14 00    24736    35277.606       21.564
2018 01 24 07 16 00    24748    35293.643       21.554
2018 01 24 07 18 00    24734    35274.934       21.566
2018 01 24 07 20 00    24723    35260.237       21.574
2018 01 24 07 22 00    24724    35261.573       21.573
2018 01 24 07 24 00    24793    35353.818       21.519
2018 01 24 07 26 00    24734    35274.934       21.566
2018 01 24 07 28 00    24751    35297.653       21.552
2018 01 24 07 30 00    24744    35288.297       21.558
2018 01 24 07 32 00    24748    35293.643       21.554
2018 01 24 07 34 00    24731    35270.925       21.568
2018 01 24 07 36 00    24730    35269.589       21.569
2018 01 24 07 38 00    24753    35300.326       21.550
2018 01 24 07 40 00    24721    35257.566       21.576
2018 01 24 07 42 00    24767    35319.043       21.539
2018 01 24 07 44 00    24727    35265.581       21.571
2018 01 24 07 46 00    24716    35250.887       21.580
2018 01 24 07 48 00    24712    35245.545       21.583
2018 01 24 07 50 00    24732    35272.261       21.567
2018 01 24 07 52 00    24730    35269.589       21.569
2018 01 24 07 54 00    24708    35240.202       21.586
2018 01 24 07 56 00    24734    35274.934       21.566
2018 01 24 07 58 00    24746    35290.970       21.556
2018 01 24 08 00 00    24743    35286.961       21.558
2018 01 24 08 02 00    24729    35268.253       21.569
2018 01 24 08 04 00    24747    35292.307       21.555
2018 01 24 08 06 00    24727    35265.581       21.571
2018 01 24 08 08 00    24705    35236.196       21.589
2018 01 24 08 10 00    24743    35286.961       21.558
2018 01 24 08 12 00    24772    35325.729       21.535
2018 01 24 08 14 00    24722    35258.902       21.575
2018 01 24 08 16 00    24721    35257.566       21.576
2018 01 24 08 18 00    24760    35309.684       21.545
2018 01 24 08 20 00    24775    35329.741       21.533
2018 01 24 08 22 00    24747    35292.307       21.555
2018 01 24 08 24 00    24787    35345.791       21.523
2018 01 24 08 26 00    24777    35332.416       21.531
2018 01 24 08 28 00    24788    35347.129       21.523
2018 01 24 08 30 00    24772    35325.729       21.535
2018 01 24 08 32 00    24791    35351.142       21.520
2018 01 24 08 34 00    24777    35332.416       21.531
2018 01 24 08 36 00    24779    35335.091       21.530
2018 01 24 08 38 00    24766    35317.706       21.540
2018 01 24 08 40 00    24787    35345.791       21.523
2018 01 24 08 42 00    24782    35339.103       21.527
2018 01 24 08 44 00    24844    35422.086       21.478
2018 01 24 08 46 00    24793    35353.818       21.519
2018 01 24 08 48 00    24801    35364.522       21.512
2018 01 24 08 50 00    24776    35331.079       21.532
2018 01 24 08 52 00    24808    35373.889       21.507
2018 01 24 08 54 00    24794    35355.156       21.518
2018 01 24 08 56 00    24765    35316.369       21.541
2018 01 24 08 58 00    24774    35328.404       21.534
2018 01 24 09 00 00    24821    35391.289       21.496
2018 01 24 09 02 00    24818    35387.273       21.499
2018 01 24 09 04 00    24838    35414.050       21.483
2018 01 24 09 06 00    24840    35416.729       21.481
2018 01 24 09 08 00    24871    35458.257       21.457
2018 01 24 09 10 00    24889    35482.383       21.442
2018 01 24 09 12 00    24879    35468.979       21.450
2018 01 24 09 14 00    24879    35468.979       21.450
2018 01 24 09 16 00    24918    35521.272       21.419
2018 01 24 09 18 00    24935    35544.080       21.406
2018 01 24 09 20 00    24898    35494.450       21.435
2018 01 24 09 22 00    24932    35540.055       21.408
2018 01 24 09 24 00    24909    35509.201       21.427
2018 01 24 09 26 00    24918    35521.272       21.419
2018 01 24 09 28 00    24918    35521.272       21.419
2018 01 24 09 30 00    24955    35570.924       21.390
2018 01 24 09 32 00    24931    35538.713       21.409
2018 01 24 09 34 00    24923    35527.980       21.416
2018 01 24 09 36 00    24954    35569.581       21.391
2018 01 24 09 38 00    24910    35510.542       21.426
2018 01 24 09 40 00    24946    35558.843       21.397
2018 01 24 09 42 00    24927    35533.346       21.412
2018 01 24 09 44 00    24896    35491.768       21.437
2018 01 24 09 46 00    24951    35565.554       21.393
2018 01 24 09 48 00    24933    35541.397       21.408
2018 01 24 09 50 00    24937    35546.764       21.404
2018 01 24 09 52 00    24918    35521.272       21.419
2018 01 24 09 54 00    24967    35587.035       21.381
2018 01 24 09 56 00    24951    35565.554       21.393
2018 01 24 09 58 00    24948    35561.527       21.396
2018 01 24 10 00 00    24932    35540.055       21.408
2018 01 24 10 02 00    24904    35502.495       21.431
2018 01 24 10 04 00    24938    35548.106       21.404
2018 01 24 10 06 00    24947    35560.185       21.397
2018 01 24 10 08 00    24947    35560.185       21.397
2018 01 24 10 10 00    24918    35521.272       21.419
2018 01 24 10 12 00    24976    35599.122       21.374
2018 01 24 10 14 00    24941    35552.132       21.401
2018 01 24 10 16 00    24964    35583.007       21.383
2018 01 24 10 18 00    24942    35553.474       21.400
2018 01 24 10 20 00    24964    35583.007       21.383
2018 01 24 10 22 00    24938    35548.106       21.404
2018 01 24 10 24 00    24941    35552.132       21.401
2018 01 24 10 26 00    24945    35557.501       21.398
2018 01 24 10 28 00    24913    35514.565       21.423
2018 01 24 10 30 00    24899    35495.791       21.435
2018 01 24 10 32 00    24916    35518.589       21.421
2018 01 24 10 34 00    24917    35519.931       21.420
2018 01 24 10 36 00    24936    35545.422       21.405
2018 01 24 10 38 00    24932    35540.055       21.408
2018 01 24 10 40 00    24925    35530.663       21.414
2018 01 24 10 42 00    24916    35518.589       21.421
2018 01 24 10 44 00    24876    35464.958       21.453
2018 01 24 10 46 00    24923    35527.980       21.416
2018 01 24 10 48 00    24810    35376.566       21.505
2018 01 24 10 50 00    24782    35339.103       21.527
2018 01 24 10 52 00    24810    35376.566       21.505
2018 01 24 10 54 00    24772    35325.729       21.535
2018 01 24 10 56 00    24769    35321.718       21.538
2018 01 24 10 58 00    24783    35340.441       21.527
2018 01 24 11 00 00    24798    35360.508       21.515
2018 01 24 11 02 00    24799    35361.846       21.514
2018 01 24 11 04 00    24806    35371.213       21.508
2018 01 24 11 06 00    24778    35333.753       21.531
2018 01 24 11 08 00    24848    35427.443       21.475
2018 01 24 11 10 00    24821    35391.289       21.496
2018 01 24 11 12 00    24806    35371.213       21.508
2018 01 24 11 14 00    24814    35381.919       21.502
2018 01 24 11 16 00    24785    35343.116       21.525
2018 01 24 11 18 00    24815    35383.258       21.501
2018 01 24 11 20 00    24848    35427.443       21.475
2018 01 24 11 22 00    24823    35393.967       21.495
2018 01 24 11 24 00    24845    35423.425       21.477
2018 01 24 11 26 00    24842    35419.407       21.480
2018 01 24 11 28 00    24818    35387.273       21.499
2018 01 24 11 30 00    24843    35420.746       21.479
2018 01 24 11 32 00    24828    35400.661       21.491
2018 01 24 11 34 00    24849    35428.783       21.474
2018 01 24 11 36 00    24823    35393.967       21.495
2018 01 24 11 38 00    24832    35406.016       21.488
2018 01 24 11 40 00    24851    35431.462       21.473
2018 01 24 11 42 00    24827    35399.322       21.492
2018 01 24 11 44 00    24856    35438.159       21.469
2018 01 24 11 46 00    24899    35495.791       21.435
